0.000000000000000000e+00,1.971440280858478833e-01,2.251655672897716065e-01,1.394451841052679331e-01,4.365245628332876104e-01,7.119447336139315130e-01,2.503947483682851805e-01,3.190875084684624552e-01,1.865564564516187795e-01,9.179481687522123012e-02,8.295903653902039765e-02,1.482158600667827786e-01,7.529530859645304497e-02,4.883675933883314113e-01,5.564441013974731343e-01,1.582855315189772849e-01,4.017610983649194667e-01,1.435418442386547089e-01,1.302904699718517856e-01,9.845517001265187418e-02,1.519173029400720243e-01,6.844403065181366153e-02,0.000000000000000000e+00,5.046111010298516275e-01,1.249866881542534419e-01,4.222172919859126239e-01,1.137056810090240622e-01,1.503739790409811539e-01,1.674733972588695885e-01,1.527424331783233946e-01,8.993840647599299354e-02,0.000000000000000000e+00,4.642813014147556538e-01,1.490059854586312238e-01,4.297188527085578635e-01,8.539821934225406974e-02,1.636846101263944864e-01,2.136270453053371599e-01,1.599904793061757424e-01,1.372301718323035991e-01,0.000000000000000000e+00,4.283307150138573882e-01,1.899035664151904335e-01,4.338213962236241450e-01,6.695279610275596538e-02
1.971440280858478833e-01,0.000000000000000000e+00,7.618612866538880535e-02,1.007941156418644818e-01,6.239153775010213288e-01,5.268500034531935494e-01,1.177699213218299512e-01,4.934463467839097506e-01,3.713102006924403481e-02,2.811573458463035302e-01,1.303110270861948528e-01,1.442423301978658368e-01,1.414658414652709972e-01,6.757837701134135067e-01,3.706480609159960582e-01,1.133752793212701865e-01,5.816791148572373338e-01,6.627507742775760879e-02,3.179974589451254885e-01,2.469793620713745530e-01,2.043465552683619291e-01,1.923929807698751271e-01,0.000000000000000000e+00,3.188217763911953551e-01,2.128860006577985575e-01,6.027799566915358342e-01,8.903713711264643615e-02,3.378859931726986843e-01,3.340409958591327166e-01,2.381774550368825905e-01,2.527000387051288599e-01,0.000000000000000000e+00,2.790904023660726874e-01,2.985385440618410491e-01,6.100083421719261212e-01,1.168088368839823726e-01,3.511549407926127242e-01,3.862726555800553019e-01,2.647408293757260722e-01,3.168046346421726778e-01,0.000000000000000000e+00,2.457274737874984294e-01,3.629778454108827379e-01,6.138550807911917762e-01,1.547349163625788282e-01
2.251655672897716065e-01,7.618612866538880535e-02,0.000000000000000000e+00,1.524357537148444686e-01,6.531604606522121159e-01,5.003267096099182076e-01,1.129347225434782498e-01,5.229464217837344053e-01,8.813092250298490415e-02,3.105786498089958547e-01,1.617732925684992884e-01,1.191635372363706036e-01,1.713292822174178331e-01,7.050021455823840544e-01,3.437568909303678200e-01,1.604474789423165904e-01,6.108922609543485649e-01,1.001916687458235117e-01,3.479326777180666852e-01,2.763066588055148043e-01,1.953804557244009366e-01,2.207326071093367592e-01,0.000000000000000000e+00,2.920103742410924963e-01,2.494563025155322189e-01,6.320058400886936489e-01,1.149054948996631187e-01,3.677563048550774316e-01,3.634200020148881660e-01,2.391563182531108445e-01,2.811993686596651054e-01,0.000000000000000000e+00,2.519767641057826246e-01,3.283281750232359131e-01,6.392429972003447203e-01,1.438287042325783194e-01,3.809051018484025386e-01,4.155837947249325093e-01,2.739041197423577878e-01,3.457371440609369184e-01,0.000000000000000000e+00,2.169850813496137232e-01,3.922127479632876446e-01,6.431008103201069082e-01,1.828721768363756328e-01
1.394451841052679331e-01,1.007941156418644818e-01,1.524357537148444686e-01,0.000000000000000000e+00,5.594403125329400206e-01,5.909759179659822559e-01,1.403288886012895309e-01,4.284622250438068214e-01,1.178549972347203156e-01,2.192565989015584083e-01,1.195713497854003771e-01,1.614120647868080016e-01,8.077930635706892515e-02,6.111185558863169165e-01,4.348483775792158501e-01,1.132931402671349536e-01,5.168315819644703213e-01,1.253793999504540513e-01,2.551771165190110935e-01,2.046170103718597533e-01,2.066589070295786201e-01,1.338706513146575572e-01,0.000000000000000000e+00,3.833303185321211837e-01,1.723017709869143488e-01,5.379728317500618306e-01,1.118532671030745690e-01,2.746450357283527488e-01,2.823087614492160724e-01,2.335397478660981296e-01,1.929648786381251702e-01,0.000000000000000000e+00,3.448442661918663665e-01,2.406184181930497157e-01,5.452222851786376889e-01,1.088164504771968188e-01,2.876896988102856101e-01,3.308708811614982648e-01,2.536297423954373964e-01,2.548931952438995285e-01,0.000000000000000000e+00,3.134212830630125901e-01,2.991225290164619133e-01,5.490863313119236366e-01,1.274404559572499540e-01
4.365245628332876104e-01,6.239153775010213288e-01,6.531604606522121159e-01,5.594403125329400206e-01,0.000000000000000000e+00,1.145560770207207035e+00,6.656286231438564016e-01,2.323192830061468761e-01,6.199130881347958422e-01,3.455348492608447120e-01,4.940259043877621159e-01,5.344391596117987753e-01,4.855302077023762042e-01,5.193958886817948845e-02,9.915921753672448657e-01,5.351961095255826084e-01,2.896930175205585378e-01,5.766747316946234658e-01,3.069265901699131938e-01,3.771255784932555088e-01,4.583379124797294923e-01,4.347848228053493025e-01,0.000000000000000000e+00,9.400113577383367724e-01,4.138126023106938889e-01,2.973555793160216343e-01,5.462849219757087704e-01,2.865753455404199124e-01,2.899597327689784065e-01,4.149745806838074924e-01,3.740409294197836743e-01,0.000000000000000000e+00,8.998664399416721471e-01,3.273567425431105904e-01,3.027045319705918835e-01,5.144138071384627420e-01,2.731278071368849480e-01,2.378348502862721869e-01,3.808752438407252972e-01,3.080709992354766502e-01,0.000000000000000000e+00,8.640502216951208014e-01,2.632544381830816405e-01,3.063936976625991071e-01,4.730716814299655848e-01
7.119447336139315130e-01,5.268500034531935494e-01,5.003267096099182076e-01,5.909759179659822559e-01,1.145560770207207035e+00,0.000000000000000000e+00,4.847115950808733031e-01,1.015172760816997366e+00,5.328935269196652946e-01,8.018008990145937265e-01,6.549105188102825048e-01,6.161666367952580714e-01,6.634456949031691808e-01,1.197309537964808435e+00,1.606936655269181891e-01,6.135402032707059083e-01,1.103054716089441500e+00,5.758844406461334220e-01,8.397213328314252490e-01,7.707539228292024092e-01,6.900886030937622984e-01,7.139146942352218028e-01,0.000000000000000000e+00,2.133866742400717942e-01,7.343572134018859776e-01,1.124058104730947472e+00,6.050974443215929588e-01,8.599822162827374106e-01,8.570740213767569227e-01,7.334165953297586693e-01,7.742412800127527195e-01,0.000000000000000000e+00,2.543018025801382920e-01,8.211503233674322111e-01,1.131244094286092849e+00,6.356670996898675652e-01,8.734853343164076245e-01,9.090744871466427401e-01,7.679396427885193388e-01,8.395319856987488727e-01,0.000000000000000000e+00,2.903008239261484769e-01,8.857046219089976802e-01,1.135064286190330618e+00,6.761355248427487474e-01
2.503947483682851805e-01,1.177699213218299512e-01,1.129347225434782498e-01,1.403288886012895309e-01,6.656286231438564016e-01,4.847115950808733031e-01,0.000000000000000000e+00,5.345631346728777489e-01,1.508780944219428322e-01,3.257868243777979900e-01,1.804102909700966151e-01,1.514700373540177059e-01,1.968087015255344796e-01,7.172816970192665842e-01,3.286269020377965977e-01,1.305662337893515046e-01,6.229123050978454534e-01,1.728370457836618801e-01,3.615236303724319589e-01,2.894867595256727100e-01,2.140389817429524666e-01,2.394140178633427929e-01,0.000000000000000000e+00,2.778166920962668041e-01,2.524042868336397460e-01,6.440442652344267049e-01,1.743497711123707938e-01,3.808881875850329002e-01,3.763789322393257808e-01,2.531051178816288716e-01,2.979551717180472514e-01,0.000000000000000000e+00,2.527989710320110439e-01,3.395513421984859836e-01,6.512870361970667377e-01,1.732437311042323846e-01,3.939099867995918269e-01,4.286279706886594876e-01,2.863228847349461592e-01,3.612472328800902521e-01,0.000000000000000000e+00,2.385019665936842226e-01,4.043275942289373814e-01,6.551457768735761134e-01,2.011807141271095833e-01
3.190875084684624552e-01,4.934463467839097506e-01,5.229464217837344053e-01,4.284622250438068214e-01,2.323192830061468761e-01,1.015172760816997366e+00,5.345631346728777489e-01,0.000000000000000000e+00,4.896863523495065817e-01,2.672169912363673294e-01,3.634740814482848581e-01,4.043669354603223187e-01,3.555451917376267201e-01,2.306031825958017312e-01,8.610335362859236064e-01,4.040973907682309241e-01,8.841983156420163414e-02,4.475848823724027925e-01,2.344150710310549945e-01,2.701903705141017742e-01,3.284245573248611438e-01,3.053203154721980117e-01,0.000000000000000000e+00,8.094148901973997612e-01,2.824576636070287861e-01,1.095708610970552721e-01,4.183416838912283331e-01,2.160767981366812640e-01,2.452401374470292716e-01,2.848982621019632289e-01,2.562248468269230917e-01,0.000000000000000000e+00,7.692433710057274832e-01,2.083139278181135590e-01,1.168509718118743573e-01,3.870492671955593766e-01,2.039275943345835729e-01,2.375109454114396335e-01,2.536214568423313942e-01,2.414323211285920312e-01,0.000000000000000000e+00,7.334326262163791688e-01,1.743606830520489093e-01,1.207496438735172622e-01,3.460835334502543881e-01
1.865564564516187795e-01,3.713102006924403481e-02,8.813092250298490415e-02,1.178549972347203156e-01,6.199130881347958422e-01,5.328935269196652946e-01,1.508780944219428322e-01,4.896863523495065817e-01,0.000000000000000000e+00,2.752847466624839812e-01,1.281324566675141330e-01,1.487354750352955224e-01,1.355491583436032599e-01,6.717763492661297242e-01,3.775372239439953037e-01,1.294128266301441399e-01,5.777540510706942190e-01,4.620254633900314212e-02,3.133562902285503271e-01,2.430067960692851303e-01,2.082102154023923180e-01,1.856513685116229218e-01,0.000000000000000000e+00,3.273103038384154173e-01,2.113382495399757643e-01,5.988377247460122677e-01,7.506056882641239103e-02,3.335328721503862948e-01,3.299892005299526199e-01,2.411417428279534758e-01,2.463585158155852106e-01,0.000000000000000000e+00,2.903659727569698479e-01,2.942962542490623057e-01,6.060570857531459854e-01,1.063267587953156401e-01,3.469328783654943016e-01,3.821346577734993089e-01,2.665425212174945546e-01,3.120388976489871236e-01,0.000000000000000000e+00,2.597337964956291656e-01,3.587681453767457285e-01,6.098959078837642434e-01,1.473142760687909392e-01
9.179481687522123012e-02,2.811573458463035302e-01,3.105786498089958547e-01,2.192565989015584083e-01,3.455348492608447120e-01,8.018008990145937265e-01,3.257868243777979900e-01,2.672169912363673294e-01,2.752847466624839812e-01,0.000000000000000000e+00,1.579724395270813153e-01,1.940029980493869766e-01,1.460833131822168451e-01,3.973943055651782408e-01,6.468212986499282113e-01,2.016112504502489133e-01,3.394010948435794983e-01,2.320772854456423784e-01,3.907164015305785582e-02,8.530992601653673846e-02,1.424576962634907518e-01,1.101542639437977644e-01,0.000000000000000000e+00,5.950841632163106354e-01,1.157273802068851110e-01,3.562762067377207575e-01,2.016991794051227749e-01,5.944577521052710201e-02,8.731881585778716870e-02,1.235310005501325387e-01,8.981444708689699519e-02,0.000000000000000000e+00,5.548256206614089470e-01,9.608963635139453063e-02,3.648890312380859702e-01,1.699157295313578619e-01,7.287538497383468095e-02,1.257840136426553734e-01,1.148233478842854843e-01,8.308526605064009418e-02,0.000000000000000000e+00,5.189221353067957621e-01,1.229581410859129781e-01,3.698029925923047578e-01,1.287068861167113831e-01
